Time,S,E,I,R
0,900.0,100.0,0.0,0.0
1,900.0,99.0,1.0,0.0
2,900.0,98.0,2.0,0.0
3,900.0,97.0,3.0,0.0
4,900.0,96.0,4.0,0.0
5,900.0,95.0,5.0,0.0
6,900.0,94.0,6.0,0.0
7,899.0,95.0,6.0,0.0
8,899.0,94.0,7.0,0.0
9,899.0,93.0,8.0,0.0
10,899.0,92.0,9.0,0.0
11,899.0,91.0,10.0,0.0
12,899.0,90.0,11.0,0.0
13,899.0,89.0,12.0,0.0
14,899.0,88.0,13.0,0.0
15,899.0,87.0,14.0,0.0
16,899.0,86.0,15.0,0.0
17,899.0,85.0,16.0,0.0
18,899.0,85.0,15.0,0.0
19,899.0,84.0,16.0,0.0
20,898.0,85.0,16.0,0.0
21,897.0,86.0,16.0,0.0
22,897.0,85.0,17.0,0.0
23,897.0,84.0,18.0,0.0
24,897.0,83.0,19.0,0.0
25,897.0,82.0,20.0,0.0
26,896.0,83.0,20.0,0.0
27,896.0,82.0,21.0,0.0
28,896.0,81.0,22.0,0.0
29,896.0,80.0,23.0,0.0
30,895.0,81.0,23.0,0.0
31,894.0,82.0,23.0,0.0
32,893.0,83.0,23.0,0.0
33,892.0,84.0,23.0,0.0
34,892.0,83.0,24.0,0.0
35,892.0,82.0,25.0,0.0
36,892.0,81.0,26.0,0.0
37,892.0,80.0,27.0,0.0
38,892.0,80.0,26.0,0.0
39,892.0,79.0,27.0,0.0
40,892.0,78.0,28.0,0.0
41,891.0,79.0,28.0,0.0
42,891.0,78.0,29.0,0.0
43,891.0,77.0,30.0,0.0
44,891.0,76.0,31.0,0.0
45,891.0,75.0,32.0,0.0
46,891.0,74.0,33.0,0.0
47,891.0,74.0,32.0,0.0
48,891.0,73.0,33.0,0.0
49,890.0,74.0,33.0,0.0
50,889.0,75.0,33.0,0.0
51,889.0,75.0,32.0,0.0
52,889.0,74.0,33.0,0.0
53,888.0,75.0,33.0,0.0
54,888.0,74.0,34.0,0.0
55,888.0,73.0,35.0,0.0
56,887.0,74.0,35.0,0.0
57,887.0,74.0,34.0,0.0
58,886.0,75.0,34.0,0.0
59,886.0,75.0,33.0,0.0
60,886.0,74.0,34.0,0.0
61,886.0,74.0,33.0,0.0
62,886.0,73.0,34.0,0.0
63,885.0,74.0,34.0,0.0
64,884.0,75.0,34.0,0.0
65,884.0,74.0,35.0,0.0
66,883.0,75.0,35.0,0.0
67,882.0,76.0,35.0,0.0
68,881.0,77.0,35.0,0.0
69,881.0,77.0,34.0,0.0
70,881.0,76.0,35.0,0.0
71,881.0,75.0,36.0,0.0
72,881.0,74.0,37.0,0.0
73,880.0,75.0,37.0,0.0
74,879.0,76.0,37.0,0.0
75,878.0,77.0,37.0,0.0
76,878.0,76.0,38.0,0.0
77,878.0,75.0,39.0,0.0
78,878.0,74.0,40.0,0.0
79,877.0,75.0,40.0,0.0
80,877.0,74.0,41.0,0.0
81,876.0,75.0,41.0,0.0
82,876.0,74.0,42.0,0.0
83,876.0,73.0,43.0,0.0
84,875.0,74.0,43.0,0.0
85,874.0,75.0,43.0,0.0
86,874.0,75.0,42.0,0.0
87,874.0,74.0,43.0,0.0
88,873.0,75.0,43.0,0.0
89,873.0,75.0,42.0,0.0
90,873.0,74.0,43.0,0.0
91,873.0,73.0,44.0,0.0
92,872.0,74.0,44.0,0.0
93,871.0,75.0,44.0,0.0
94,871.0,74.0,45.0,0.0
95,870.0,75.0,45.0,0.0
96,869.0,76.0,45.0,0.0
97,868.0,77.0,45.0,0.0
98,868.0,77.0,44.0,0.0
99,868.0,76.0,45.0,0.0
100,868.0,75.0,46.0,0.0
101,868.0,74.0,47.0,0.0
102,867.0,75.0,47.0,0.0
103,867.0,74.0,48.0,0.0
104,867.0,73.0,49.0,0.0
105,867.0,72.0,50.0,0.0
106,867.0,71.0,51.0,0.0
107,866.0,72.0,51.0,0.0
108,865.0,73.0,51.0,0.0
109,865.0,73.0,50.0,0.0
110,864.0,74.0,50.0,0.0
111,863.0,75.0,50.0,0.0
112,863.0,75.0,49.0,0.0
113,863.0,75.0,48.0,0.0
114,862.0,76.0,48.0,0.0
115,861.0,77.0,48.0,0.0
116,861.0,76.0,49.0,0.0
117,861.0,76.0,48.0,0.0
118,860.0,77.0,48.0,0.0
119,860.0,77.0,47.0,0.0
120,859.0,78.0,47.0,0.0
121,858.0,79.0,47.0,0.0
122,857.0,80.0,47.0,0.0
123,856.0,81.0,47.0,0.0
124,856.0,80.0,48.0,0.0
125,856.0,80.0,47.0,0.0
126,856.0,79.0,48.0,0.0
127,856.0,79.0,47.0,0.0
128,856.0,78.0,48.0,0.0
129,856.0,77.0,49.0,0.0
130,856.0,76.0,50.0,0.0
131,855.0,77.0,50.0,0.0
132,855.0,76.0,51.0,0.0
133,854.0,77.0,51.0,0.0
134,853.0,78.0,51.0,0.0
135,852.0,79.0,51.0,0.0
136,851.0,80.0,51.0,0.0
137,851.0,80.0,50.0,0.0
138,851.0,79.0,51.0,0.0
139,850.0,80.0,51.0,0.0
140,849.0,81.0,51.0,0.0
141,848.0,82.0,51.0,0.0
142,848.0,82.0,50.0,0.0
143,848.0,81.0,51.0,0.0
144,847.0,82.0,51.0,0.0
145,847.0,81.0,52.0,0.0
146,846.0,82.0,52.0,0.0
147,845.0,83.0,52.0,0.0
148,845.0,82.0,53.0,0.0
149,845.0,81.0,54.0,0.0
150,845.0,81.0,53.0,0.0
151,844.0,82.0,53.0,0.0
152,843.0,83.0,53.0,0.0
153,843.0,82.0,54.0,0.0
154,842.0,83.0,54.0,0.0
155,842.0,82.0,55.0,0.0
156,842.0,81.0,56.0,0.0
157,842.0,80.0,57.0,0.0
158,841.0,81.0,57.0,0.0
159,841.0,80.0,58.0,0.0
160,841.0,80.0,57.0,0.0
161,841.0,79.0,58.0,0.0
162,841.0,78.0,59.0,0.0
163,840.0,79.0,59.0,0.0
164,840.0,79.0,58.0,0.0
165,839.0,80.0,58.0,0.0
166,838.0,81.0,58.0,0.0
167,838.0,80.0,59.0,0.0
168,837.0,81.0,59.0,0.0
169,836.0,82.0,59.0,0.0
170,836.0,81.0,60.0,0.0
171,836.0,80.0,61.0,0.0
172,835.0,81.0,61.0,0.0
173,835.0,80.0,62.0,0.0
174,835.0,80.0,61.0,0.0
175,835.0,79.0,62.0,0.0
176,835.0,78.0,63.0,0.0
177,834.0,79.0,63.0,0.0
178,834.0,79.0,62.0,0.0
179,834.0,79.0,61.0,0.0
180,834.0,78.0,62.0,0.0
181,834.0,77.0,63.0,0.0
182,834.0,76.0,64.0,0.0
183,833.0,77.0,64.0,0.0
184,832.0,78.0,64.0,0.0
185,831.0,79.0,64.0,0.0
186,831.0,79.0,63.0,0.0
187,830.0,80.0,63.0,0.0
188,830.0,80.0,62.0,0.0
189,829.0,81.0,62.0,0.0
190,829.0,80.0,63.0,0.0
191,829.0,79.0,64.0,0.0
192,829.0,78.0,65.0,0.0
193,828.0,79.0,65.0,0.0
194,828.0,78.0,66.0,0.0
195,828.0,77.0,67.0,0.0
196,827.0,78.0,67.0,0.0
197,826.0,79.0,67.0,0.0
198,826.0,78.0,68.0,0.0
199,826.0,78.0,67.0,0.0
200,826.0,77.0,68.0,0.0
201,826.0,77.0,67.0,0.0
202,825.0,78.0,67.0,0.0
203,824.0,79.0,67.0,0.0
204,824.0,78.0,68.0,0.0
205,824.0,77.0,69.0,0.0
206,824.0,77.0,68.0,0.0
207,824.0,77.0,67.0,0.0
208,824.0,76.0,68.0,0.0
209,823.0,77.0,68.0,0.0
210,822.0,78.0,68.0,0.0
211,822.0,78.0,67.0,0.0
212,822.0,77.0,68.0,0.0
213,822.0,76.0,69.0,0.0
214,821.0,77.0,69.0,0.0
215,820.0,78.0,69.0,0.0
216,820.0,77.0,70.0,0.0
217,820.0,77.0,69.0,0.0
218,819.0,78.0,69.0,0.0
219,819.0,77.0,70.0,0.0
220,818.0,78.0,70.0,0.0
221,817.0,79.0,70.0,0.0
222,816.0,80.0,70.0,0.0
223,815.0,81.0,70.0,0.0
224,815.0,80.0,71.0,0.0
225,815.0,79.0,72.0,0.0
226,814.0,80.0,72.0,0.0
227,814.0,80.0,71.0,0.0
228,813.0,81.0,71.0,0.0
229,813.0,81.0,70.0,0.0
230,812.0,82.0,70.0,0.0
231,811.0,83.0,70.0,0.0
232,810.0,84.0,70.0,0.0
233,809.0,85.0,70.0,0.0
234,808.0,86.0,70.0,0.0
235,808.0,86.0,69.0,0.0
236,808.0,85.0,70.0,0.0
237,808.0,84.0,71.0,0.0
238,808.0,83.0,72.0,0.0
239,808.0,83.0,71.0,0.0
240,808.0,82.0,72.0,0.0
241,807.0,83.0,72.0,0.0
242,806.0,84.0,72.0,0.0
243,805.0,85.0,72.0,0.0
244,804.0,86.0,72.0,0.0
245,804.0,85.0,73.0,0.0
246,804.0,85.0,72.0,0.0
247,804.0,84.0,73.0,0.0
248,804.0,83.0,74.0,0.0
249,803.0,84.0,74.0,0.0
250,803.0,84.0,73.0,0.0
251,803.0,84.0,72.0,0.0
252,803.0,83.0,73.0,0.0
253,802.0,84.0,73.0,0.0
254,802.0,83.0,74.0,0.0
255,802.0,82.0,75.0,0.0
256,801.0,83.0,75.0,0.0
257,801.0,83.0,74.0,0.0
258,800.0,84.0,74.0,0.0
259,800.0,84.0,73.0,0.0
260,799.0,85.0,73.0,0.0
261,798.0,86.0,73.0,0.0
262,798.0,86.0,72.0,0.0
263,798.0,86.0,71.0,0.0
264,797.0,87.0,71.0,0.0
265,796.0,88.0,71.0,0.0
266,796.0,88.0,70.0,0.0
267,796.0,88.0,69.0,0.0
268,795.0,89.0,69.0,0.0
269,794.0,90.0,69.0,0.0
270,794.0,90.0,68.0,0.0
271,794.0,89.0,69.0,0.0
272,793.0,90.0,69.0,0.0
273,793.0,90.0,68.0,0.0
274,792.0,91.0,68.0,0.0
275,791.0,92.0,68.0,0.0
276,790.0,93.0,68.0,0.0
277,789.0,94.0,68.0,0.0
278,788.0,95.0,68.0,0.0
279,787.0,96.0,68.0,0.0
280,787.0,95.0,69.0,0.0
281,787.0,94.0,70.0,0.0
282,786.0,95.0,70.0,0.0
283,785.0,96.0,70.0,0.0
284,785.0,95.0,71.0,0.0
285,785.0,95.0,70.0,0.0
286,785.0,95.0,69.0,0.0
287,785.0,94.0,70.0,0.0
288,785.0,93.0,71.0,0.0
289,785.0,93.0,70.0,0.0
290,785.0,93.0,69.0,0.0
291,785.0,92.0,70.0,0.0
292,784.0,93.0,70.0,0.0
293,783.0,94.0,70.0,0.0
294,783.0,93.0,71.0,0.0
295,782.0,94.0,71.0,0.0
296,781.0,95.0,71.0,0.0
297,781.0,94.0,72.0,0.0
298,781.0,93.0,73.0,0.0
299,781.0,93.0,72.0,0.0
300,780.0,94.0,72.0,0.0
301,780.0,93.0,73.0,0.0
302,780.0,93.0,72.0,0.0
303,780.0,92.0,73.0,0.0
304,780.0,92.0,72.0,0.0
305,780.0,91.0,73.0,0.0
306,780.0,91.0,72.0,0.0
307,780.0,90.0,73.0,0.0
308,780.0,89.0,74.0,0.0
309,780.0,88.0,75.0,0.0
310,780.0,88.0,74.0,0.0
311,779.0,89.0,74.0,0.0
312,779.0,88.0,75.0,0.0
313,779.0,88.0,74.0,0.0
314,779.0,88.0,73.0,0.0
315,778.0,89.0,73.0,0.0
316,778.0,89.0,72.0,0.0
317,778.0,88.0,73.0,0.0
318,778.0,87.0,74.0,0.0
319,777.0,88.0,74.0,0.0
320,776.0,89.0,74.0,0.0
321,776.0,88.0,75.0,0.0
322,775.0,89.0,75.0,0.0
323,774.0,90.0,75.0,0.0
324,774.0,90.0,74.0,0.0
325,773.0,91.0,74.0,0.0
326,773.0,90.0,75.0,0.0
327,773.0,90.0,74.0,0.0
328,772.0,91.0,74.0,0.0
329,772.0,91.0,73.0,0.0
330,771.0,92.0,73.0,0.0
331,771.0,92.0,72.0,0.0
332,771.0,91.0,73.0,0.0
333,771.0,91.0,72.0,0.0
334,770.0,92.0,72.0,0.0
335,770.0,91.0,73.0,0.0
336,770.0,90.0,74.0,0.0
337,770.0,90.0,73.0,0.0
338,770.0,89.0,74.0,0.0
339,770.0,88.0,75.0,0.0
340,769.0,89.0,75.0,0.0
341,769.0,88.0,76.0,0.0
342,768.0,89.0,76.0,0.0
343,767.0,90.0,76.0,0.0
344,767.0,89.0,77.0,0.0
345,766.0,90.0,77.0,0.0
346,766.0,90.0,76.0,0.0
347,766.0,89.0,77.0,0.0
348,765.0,90.0,77.0,0.0
349,765.0,89.0,78.0,0.0
350,765.0,88.0,79.0,0.0
351,764.0,89.0,79.0,0.0
352,764.0,88.0,80.0,0.0
353,763.0,89.0,80.0,0.0
354,762.0,90.0,80.0,0.0
355,762.0,90.0,79.0,0.0
356,762.0,89.0,80.0,0.0
357,761.0,90.0,80.0,0.0
358,761.0,89.0,81.0,0.0
359,760.0,90.0,81.0,0.0
360,759.0,91.0,81.0,0.0
361,759.0,91.0,80.0,0.0
362,759.0,90.0,81.0,0.0
363,758.0,91.0,81.0,0.0
364,758.0,90.0,82.0,0.0
365,757.0,91.0,82.0,0.0
366,756.0,92.0,82.0,0.0
367,756.0,91.0,83.0,0.0
368,755.0,92.0,83.0,0.0
369,754.0,93.0,83.0,0.0
370,754.0,92.0,84.0,0.0
371,753.0,93.0,84.0,0.0
372,753.0,93.0,83.0,0.0
373,753.0,92.0,84.0,0.0
374,752.0,93.0,84.0,0.0
375,751.0,94.0,84.0,0.0
376,750.0,95.0,84.0,0.0
377,750.0,94.0,85.0,0.0
378,750.0,93.0,86.0,0.0
379,750.0,93.0,85.0,0.0
380,749.0,94.0,85.0,0.0
381,748.0,95.0,85.0,0.0
382,748.0,95.0,84.0,0.0
383,747.0,96.0,84.0,0.0
384,746.0,97.0,84.0,0.0
385,746.0,96.0,85.0,0.0
386,746.0,95.0,86.0,0.0
387,746.0,94.0,87.0,0.0
388,745.0,95.0,87.0,0.0
389,744.0,96.0,87.0,0.0
390,744.0,95.0,88.0,0.0
391,744.0,94.0,89.0,0.0
392,743.0,95.0,89.0,0.0
393,743.0,94.0,90.0,0.0
394,743.0,94.0,89.0,0.0
395,743.0,93.0,90.0,0.0
396,743.0,93.0,89.0,0.0
397,742.0,94.0,89.0,0.0
398,741.0,95.0,89.0,0.0
399,741.0,94.0,90.0,0.0
400,741.0,93.0,91.0,0.0
401,740.0,94.0,91.0,0.0
402,739.0,95.0,91.0,0.0
403,739.0,95.0,90.0,0.0
404,739.0,94.0,91.0,0.0
405,739.0,93.0,92.0,0.0
406,738.0,94.0,92.0,0.0
407,738.0,94.0,91.0,0.0
408,738.0,94.0,90.0,0.0
409,737.0,95.0,90.0,0.0
410,737.0,95.0,89.0,0.0
411,737.0,95.0,88.0,0.0
412,737.0,94.0,89.0,0.0
413,737.0,93.0,90.0,0.0
414,736.0,94.0,90.0,0.0
415,736.0,94.0,89.0,0.0
416,735.0,95.0,89.0,0.0
417,735.0,94.0,90.0,0.0
418,734.0,95.0,90.0,0.0
419,734.0,94.0,91.0,0.0
420,733.0,95.0,91.0,0.0
421,732.0,96.0,91.0,0.0
422,731.0,97.0,91.0,0.0
423,730.0,98.0,91.0,0.0
424,729.0,99.0,91.0,0.0
425,729.0,98.0,92.0,0.0
426,728.0,99.0,92.0,0.0
427,728.0,99.0,91.0,0.0
428,727.0,100.0,91.0,0.0
429,727.0,99.0,92.0,0.0
430,727.0,99.0,91.0,0.0
431,727.0,99.0,90.0,0.0
432,727.0,99.0,89.0,0.0
433,727.0,99.0,88.0,0.0
434,726.0,100.0,88.0,0.0
435,725.0,101.0,88.0,0.0
436,724.0,102.0,88.0,0.0
437,724.0,101.0,89.0,0.0
438,724.0,101.0,88.0,0.0
439,724.0,101.0,87.0,0.0
440,723.0,102.0,87.0,0.0
441,723.0,102.0,86.0,0.0
442,723.0,101.0,87.0,0.0
443,723.0,101.0,86.0,0.0
444,722.0,102.0,86.0,0.0
445,721.0,103.0,86.0,0.0
446,721.0,102.0,87.0,0.0
447,721.0,101.0,88.0,0.0
448,720.0,102.0,88.0,0.0
449,719.0,103.0,88.0,0.0
450,718.0,104.0,88.0,0.0
451,717.0,105.0,88.0,0.0
452,716.0,106.0,88.0,0.0
453,716.0,105.0,89.0,0.0
454,716.0,105.0,88.0,0.0
455,716.0,105.0,87.0,0.0
456,716.0,104.0,88.0,0.0
457,715.0,105.0,88.0,0.0
458,715.0,105.0,87.0,0.0
459,715.0,105.0,86.0,0.0
460,715.0,104.0,87.0,0.0
461,715.0,104.0,86.0,0.0
462,714.0,105.0,86.0,0.0
463,714.0,105.0,85.0,0.0
464,714.0,104.0,86.0,0.0
465,714.0,103.0,87.0,0.0
466,713.0,104.0,87.0,0.0
467,713.0,104.0,86.0,0.0
468,712.0,105.0,86.0,0.0
469,712.0,104.0,87.0,0.0
470,711.0,105.0,87.0,0.0
471,711.0,104.0,88.0,0.0
472,711.0,103.0,89.0,0.0
473,711.0,102.0,90.0,0.0
474,711.0,101.0,91.0,0.0
475,711.0,101.0,90.0,0.0
476,711.0,101.0,89.0,0.0
477,711.0,100.0,90.0,0.0
478,711.0,100.0,89.0,0.0
479,711.0,99.0,90.0,0.0
480,711.0,98.0,91.0,0.0
481,710.0,99.0,91.0,0.0
482,709.0,100.0,91.0,0.0
483,708.0,101.0,91.0,0.0
484,707.0,102.0,91.0,0.0
485,707.0,101.0,92.0,0.0
486,707.0,100.0,93.0,0.0
487,707.0,100.0,92.0,0.0
488,706.0,101.0,92.0,0.0
489,706.0,100.0,93.0,0.0
490,706.0,99.0,94.0,0.0
491,706.0,98.0,95.0,0.0
492,706.0,98.0,94.0,0.0
493,706.0,97.0,95.0,0.0
494,706.0,96.0,96.0,0.0
495,706.0,95.0,97.0,0.0
496,706.0,94.0,98.0,0.0
497,706.0,93.0,99.0,0.0
498,706.0,92.0,100.0,0.0
499,706.0,91.0,101.0,0.0
500,705.0,92.0,101.0,0.0
501,705.0,91.0,102.0,0.0
502,704.0,92.0,102.0,0.0
503,704.0,91.0,103.0,0.0
504,703.0,92.0,103.0,0.0
505,703.0,91.0,104.0,0.0
506,703.0,91.0,103.0,0.0
507,703.0,91.0,102.0,0.0
508,702.0,92.0,102.0,0.0
509,702.0,92.0,101.0,0.0
510,702.0,91.0,102.0,0.0
511,702.0,91.0,101.0,0.0
512,701.0,92.0,101.0,0.0
513,701.0,91.0,102.0,0.0
514,701.0,90.0,103.0,0.0
515,701.0,90.0,102.0,0.0
516,700.0,91.0,102.0,0.0
517,700.0,91.0,101.0,0.0
518,700.0,91.0,100.0,0.0
519,700.0,90.0,101.0,0.0
520,700.0,90.0,100.0,0.0
521,700.0,89.0,101.0,0.0
522,700.0,89.0,100.0,0.0
523,700.0,88.0,101.0,0.0
524,700.0,88.0,100.0,0.0
525,700.0,87.0,101.0,0.0
526,699.0,88.0,101.0,0.0
527,698.0,89.0,101.0,0.0
528,697.0,90.0,101.0,0.0
529,696.0,91.0,101.0,0.0
530,696.0,90.0,102.0,0.0
531,695.0,91.0,102.0,0.0
532,695.0,91.0,101.0,0.0
533,694.0,92.0,101.0,0.0
534,694.0,91.0,102.0,0.0
535,694.0,91.0,101.0,0.0
536,694.0,91.0,100.0,0.0
537,694.0,91.0,99.0,0.0
538,694.0,91.0,98.0,0.0
539,693.0,92.0,98.0,0.0
540,693.0,92.0,97.0,0.0
541,692.0,93.0,97.0,0.0
542,691.0,94.0,97.0,0.0
543,690.0,95.0,97.0,0.0
544,690.0,95.0,96.0,0.0
545,690.0,94.0,97.0,0.0
546,690.0,94.0,96.0,0.0
547,689.0,95.0,96.0,0.0
548,689.0,94.0,97.0,0.0
549,689.0,93.0,98.0,0.0
550,689.0,92.0,99.0,0.0
551,688.0,93.0,99.0,0.0
552,688.0,93.0,98.0,0.0
553,688.0,93.0,97.0,0.0
554,688.0,92.0,98.0,0.0
555,688.0,91.0,99.0,0.0
556,688.0,91.0,98.0,0.0
557,687.0,92.0,98.0,0.0
558,686.0,93.0,98.0,0.0
559,685.0,94.0,98.0,0.0
560,685.0,93.0,99.0,0.0
561,685.0,92.0,100.0,0.0
562,685.0,92.0,99.0,0.0
563,685.0,91.0,100.0,0.0
564,685.0,91.0,99.0,0.0
565,685.0,91.0,98.0,0.0
566,685.0,90.0,99.0,0.0
567,685.0,90.0,98.0,0.0
568,685.0,89.0,99.0,0.0
569,684.0,90.0,99.0,0.0
570,684.0,89.0,100.0,0.0
571,683.0,90.0,100.0,0.0
572,683.0,90.0,99.0,0.0
573,683.0,90.0,98.0,0.0
