Time,S,E,I,R
12.157239869346032,714.0,104.0,86.0,0.0
12.187699690088063,714.0,103.0,87.0,0.0
12.198844999907216,713.0,104.0,87.0,0.0
12.211795788439648,713.0,104.0,86.0,0.0
12.237775929343185,712.0,105.0,86.0,0.0
12.24123702400176,712.0,104.0,87.0,0.0
12.284506372778575,711.0,105.0,87.0,0.0
12.315307006311043,711.0,104.0,88.0,0.0
12.334551823318298,711.0,103.0,89.0,0.0
12.34980540679763,711.0,102.0,90.0,0.0
12.360788894750359,711.0,101.0,91.0,0.0
12.370359887209386,711.0,101.0,90.0,0.0
12.388995124130652,711.0,101.0,89.0,0.0
12.394541876053893,711.0,100.0,90.0,0.0
12.486888847438845,711.0,100.0,89.0,0.0
12.492225905020973,711.0,99.0,90.0,0.0
12.522418780643623,711.0,98.0,91.0,0.0
12.52987031871392,710.0,99.0,91.0,0.0
12.53084087977515,709.0,100.0,91.0,0.0
12.53491605926409,708.0,101.0,91.0,0.0
12.538383374329594,707.0,102.0,91.0,0.0
12.595771494556885,707.0,101.0,92.0,0.0
12.607551573100258,707.0,100.0,93.0,0.0
12.61197380642285,707.0,100.0,92.0,0.0
12.647834346666812,706.0,101.0,92.0,0.0
12.649782766225721,706.0,100.0,93.0,0.0
12.651662954934949,706.0,99.0,94.0,0.0
12.669559112923983,706.0,98.0,95.0,0.0
12.680407305576846,706.0,98.0,94.0,0.0
12.686497455079493,706.0,97.0,95.0,0.0
12.69630125290717,706.0,96.0,96.0,0.0
12.719559617558822,706.0,95.0,97.0,0.0
12.7255670221142,706.0,94.0,98.0,0.0
12.736484277077315,706.0,93.0,99.0,0.0
12.751374283876778,706.0,92.0,100.0,0.0
12.767317709367621,706.0,91.0,101.0,0.0
12.775797307896084,705.0,92.0,101.0,0.0
12.792810475815735,705.0,91.0,102.0,0.0
12.803655531360514,704.0,92.0,102.0,0.0
12.872583398785752,704.0,91.0,103.0,0.0
12.881333051916938,703.0,92.0,103.0,0.0
12.882372703863595,703.0,91.0,104.0,0.0
12.934664194365743,703.0,91.0,103.0,0.0
12.98818355883345,703.0,91.0,102.0,0.0
13.02270047854099,702.0,92.0,102.0,0.0
13.058635047211103,702.0,92.0,101.0,0.0
13.06715496207129,702.0,91.0,102.0,0.0
13.089913675679915,702.0,91.0,101.0,0.0
13.103088884456277,701.0,92.0,101.0,0.0
13.129352377422618,701.0,91.0,102.0,0.0
13.147711664159038,701.0,90.0,103.0,0.0
13.152004762448994,701.0,90.0,102.0,0.0
13.163705096039225,700.0,91.0,102.0,0.0
13.165513251114183,700.0,91.0,101.0,0.0
13.17134418343027,700.0,91.0,100.0,0.0
13.198729476951119,700.0,90.0,101.0,0.0
13.246167354269618,700.0,90.0,100.0,0.0
13.258468827705883,700.0,89.0,101.0,0.0
13.264911170689574,700.0,89.0,100.0,0.0
13.275630536354457,700.0,88.0,101.0,0.0
13.292416337038896,700.0,88.0,100.0,0.0
13.305531308045083,700.0,87.0,101.0,0.0
13.312808661656108,699.0,88.0,101.0,0.0
13.315299848374451,698.0,89.0,101.0,0.0
13.447598853618294,697.0,90.0,101.0,0.0
13.457023916359717,696.0,91.0,101.0,0.0
13.48748622466814,696.0,90.0,102.0,0.0
13.495207934509601,695.0,91.0,102.0,0.0
13.508295712156796,695.0,91.0,101.0,0.0
13.511786750097366,694.0,92.0,101.0,0.0
13.578581424519147,694.0,91.0,102.0,0.0
13.613724052974748,694.0,91.0,101.0,0.0
13.630011061645742,694.0,91.0,100.0,0.0
13.642423151064312,694.0,91.0,99.0,0.0
13.649758964292399,694.0,91.0,98.0,0.0
13.657009724116417,693.0,92.0,98.0,0.0
13.672787179600622,693.0,92.0,97.0,0.0
13.716448990333296,692.0,93.0,97.0,0.0
13.721581139096912,691.0,94.0,97.0,0.0
13.734477239501569,690.0,95.0,97.0,0.0
13.78167152416523,690.0,95.0,96.0,0.0
13.807263015198572,690.0,94.0,97.0,0.0
13.877031370889062,690.0,94.0,96.0,0.0
13.88731263413999,689.0,95.0,96.0,0.0
13.888146797494297,689.0,94.0,97.0,0.0
13.896941009319406,689.0,93.0,98.0,0.0
13.908597450762288,689.0,92.0,99.0,0.0
13.921139269372432,688.0,93.0,99.0,0.0
13.948249247735404,688.0,93.0,98.0,0.0
13.956708346735809,688.0,93.0,97.0,0.0
